company,symbol,exchange,date,quarter,status,verificationLevel,source,sourceReference,verifiedAt
The United Nilgiri Tea Estates Company Limited,UNITEDTEA,NSE,2026-08-06,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Varroc Engineering Limited,VARROC,NSE,2026-08-06,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Vardhman Holdings Limited,VHL,NSE,2026-08-06,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Vijaya Diagnostic Centre Limited,VIJAYA,NSE,2026-08-06,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Vikram Solar Limited,VIKRAMSOLR,NSE,2026-08-06,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Visaka Industries Limited,VISAKAIND,NSE,2026-08-06,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Vibhor Steel Tubes Limited,VSTL,NSE,2026-08-06,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Wakefit Innovations Limited,WAKEFIT,NSE,2026-08-06,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Zim Laboratories Limited,ZIMLAB,NSE,2026-08-06,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Aarti Pharmalabs Limited,AARTIPHARM,NSE,2026-08-07,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Advait Energy Transitions Limited,ADVAIT,NSE,2026-08-07,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Afcons Infrastructure Limited,AFCONS,NSE,2026-08-07,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Akshar Spintex Limited,AKSHAR,NSE,2026-08-07,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Alankit Limited,ALANKIT,NSE,2026-08-07,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Anuh Pharma Limited,ANUHPHR,NSE,2026-08-07,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Aqylon Nexus Limited,AQYLON,NSE,2026-08-07,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Archidply Industries Limited,ARCHIDPLY,NSE,2026-08-07,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Arihant Superstructures Limited,ARIHANTSUP,NSE,2026-08-07,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Aro Granite Industries Limited,AROGRANITE,NSE,2026-08-07,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Arvee Laboratories (India) Limited,ARVEE,NSE,2026-08-07,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
